,Age,Gender,Home Language,Father Occupation,Mother Occupation,Number Of Siblings,Father Education,Mother Education,School Distance,Means to school,House Lighting,School Infrustructure,School Meal per day,School Cost,GPA,Family income source,Class Label,Bangla,English,Math,Science,History,Social Science,Religious Study,Family Annual income,Extra Tution,Hours of study per day
355,10-13 years,female,Bangla,Immigrant,Home maker,Three Children,None,Honors/Equivalent ,0.5-1 km,School Bus/Bus,Paraffin,Teaching facilities,None,Low,2.7,Remittance,No,67,43,40,80,65,23,60,900000,Yes,2 hours
356,15-18 years,male,Native Language,Business,Freelancer,Four or more,secondary,secondary,1-2 km,School Bus/Bus,Electricity,Water,Once,Low,2.81,Own business,No,46,38,28,69,47,85,81,800000,Yes,2 hours
357,15-18 years,male,Native Language,Worker,Freelancer,Three Children,Honors/ Equivalent ,None,>7 km,School Bus/Bus,Other,Teaching facilities,None,High,2.44,Casual Wage,Yes,40,78,28,82,41,34,39,180000,No,1 hours
358,10-13 years,male,Bangla,Unemployed,Public sector,Two Children,primary,secondary,0-0.5 km,Walk,Other,Water,None,High,3.19,Pansion,No,72,92,86,69,30,44,53,600000,Yes,3 hours
359,13-15 years,male,Native Language,Freelancer ,Home maker,None,primary,Honors/Equivalent ,4-5 km,Walk,Electricity,Teaching facilities,None,High,3.07,Own business,No,44,80,90,52,69,58,37,600000,Yes,3 hours
360,15-18 years,female,Bangla,Worker,Home maker,Four or more,primary,primary,1-2 km,Walk,Electricity,Teaching facilities,None,Low,3.35,Casual Wage,No,46,62,69,92,58,90,52,550000,Yes,3 hours
361,15-18 years,female,Bangla,Private sector,Worker,Three Children,secondary,primary,1-2 km,Walk,Other,Teaching facilities,Once,High,3.19,Casual Wage,No,77,88,72,22,56,40,92,200000,Yes,3 hours
362,13-15 years,female,Bangla,Worker,Home maker,Four or more,secondary,secondary,1-2 km,Bicycle/motorbike,Electricity,Toilet,None,High,2.99,Casual Wage,No,71,45,79,70,32,33,88,600000,Yes,2 hours
363,10-13 years,female,Native Language,Immigrant,Immigrant,Three Children,Honors/ Equivalent ,None,0.5-1 km,Bicycle/motorbike,Paraffin,Water,None,Low,2.66,Remittance,No,34,36,87,66,37,46,67,800000,Yes,2 hours
364,10-13 years,male,Native Language,Private sector,Home maker,None,secondary,None,1-2 km,Walk,Electricity,Toilet,None,High,2.88,Casual Wage,No,38,51,76,38,89,49,62,750000,Yes,2 hours
365,15-18 years,male,Native Language,Public sector,Business,Four or more,None,secondary,0.5-1 km,Walk,Electricity,Water,None,Mediam,2.76,Formal Wage,No,54,25,39,54,70,85,59,250000,Yes,2 hours
366,15-18 years,female,Bangla,Immigrant,Home maker,Two Children,Honors/ Equivalent ,secondary,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.2,Remittance,Yes,66,67,31,20,32,24,68,150000,No,1 hours
367,15-18 years,male,Bangla,Private sector,Home maker,Three Children,secondary,secondary,2-3 km,Bicycle/motorbike,Other,Water,None,Low,3.21,Casual Wage,No,59,23,44,81,67,90,86,100000,No,3 hours
368,10-13 years,female,Native Language,Worker,Home maker,Three Children,primary,primary,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,2.66,Casual Wage,No,60,62,20,47,62,50,72,350000,Yes,2 hours
369,10-13 years,female,Native Language,Immigrant,Worker,Four or more,primary,secondary,0-0.5 km,Bicycle/motorbike,Paraffin,Toilet,None,Mediam,2.77,Remittance,No,80,24,86,92,53,23,30,500000,Yes,2 hours
370,15-18 years,male,Bangla,Private sector,Worker,Two Children,primary,secondary,0-0.5 km,Walk,Other,Toilet,None,Low,2.59,Casual Wage,Yes,54,88,23,73,38,51,36,350000,Yes,2 hours
371,15-18 years,female,Native Language,Business,Home maker,Three Children,secondary,primary,1-2 km,School Bus/Bus,Electricity,Teaching facilities,Once,Low,3.71,Own business,No,90,91,87,53,80,46,72,900000,Yes,above 3 hours
372,15-18 years,female,Bangla,Worker,Home maker,Two Children,secondary,secondary,4-5 km,Private car,Electricity,Toilet,Once,Low,2.4,Casual Wage,Yes,20,42,50,81,30,50,63,200000,Yes,1 hours
373,10-13 years,female,Bangla,Business,Immigrant,Three Children,secondary,primary,4-5 km,Bicycle/motorbike,Paraffin,Electricity,None,Mediam,2.63,Own business,No,52,21,43,72,70,76,34,350000,Yes,2 hours
374,15-18 years,male,Bangla,Worker,Business,Two Children,primary,Honors/Equivalent ,4-5 km,Walk,Electricity,Toilet,Once,Low,2.64,Casual Wage,No,30,81,24,72,78,42,42,500000,Yes,2 hours
375,10-13 years,female,Native Language,Immigrant,Worker,None,secondary,secondary,1-2 km,School Bus/Bus,Electricity,Toilet,Once,Mediam,3.01,Remittance,No,26,41,72,44,71,78,90,350000,Yes,3 hours
376,10-13 years,male,Bangla,Private sector,Immigrant,None,primary,secondary,6-7 km,Rickshaw,Electricity,Teaching facilities,None,High,2.63,Casual Wage,No,44,78,86,39,26,73,22,350000,Yes,2 hours
377,13-15 years,female,English,Worker,Agriculture,Three Children,Masters/ Equivalent and above,secondary,4-5 km,Rickshaw,Electricity,Toilet,None,Mediam,3.0,Casual Wage,No,46,35,79,82,76,22,80,350000,Yes,3 hours
378,10-13 years,male,Bangla,Unemployed,Business,Three Children,primary,secondary,2-3 km,Walk,Paraffin,Water,None,High,2.99,Pansion,No,25,66,90,39,65,45,89,850000,Yes,2 hours
379,10-13 years,female,Bangla,Business,Agriculture,Two Children,primary,secondary,0.5-1 km,Walk,Electricity,Water,None,High,2.61,Own business,No,27,60,72,77,48,20,61,150000,No,2 hours
380,13-15 years,female,Native Language,Worker,Home maker,Two Children,Honors/ Equivalent ,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Water,None,Mediam,2.36,Casual Wage,Yes,24,32,21,36,45,84,89,200000,Yes,1 hours
381,10-13 years,female,English,Unemployed,Home maker,Two Children,secondary,secondary,2-3 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Low,2.76,Pansion,No,25,63,54,81,77,45,41,900000,Yes,2 hours
382,13-15 years,female,Bangla,Public sector,Freelancer,Three Children,Honors/ Equivalent ,secondary,1-2 km,Rickshaw,Electricity,Teaching facilities,None,Low,2.42,Formal Wage,Yes,71,21,33,53,26,72,63,180000,No,1 hours
383,10-13 years,female,Bangla,Business,Freelancer,Two Children,primary,None,0-0.5 km,Bicycle/motorbike,Electricity,Water,Once,High,3.0,Own business,No,63,88,83,51,50,39,46,200000,Yes,3 hours
384,13-15 years,female,Native Language,Private sector,Home maker,Three Children,primary,secondary,1-2 km,Walk,Electricity,Toilet,None,Mediam,3.0,Casual Wage,No,62,29,89,78,31,40,91,400000,Yes,3 hours
385,13-15 years,male,Native Language,Immigrant,Home maker,Two Children,secondary,secondary,1-2 km,Walk,Paraffin,Toilet,None,Low,3.13,Remittance,No,72,38,74,69,70,39,76,800000,Yes,3 hours
386,13-15 years,male,Native Language,Agriculture,Worker,Two Children,Masters/ Equivalent and above,Honors/Equivalent ,0-0.5 km,Walk,Paraffin,Water,Once,High,3.09,Farming,No,46,72,72,43,68,43,89,500000,Yes,3 hours
387,15-18 years,male,English,Business,Worker,Four or more,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Toilet,Once,Mediam,2.36,Own business,Yes,41,50,71,34,58,27,50,180000,No,1 hours
388,10-13 years,female,Native Language,Immigrant,Home maker,Two Children,Masters/ Equivalent and above,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Low,2.42,Remittance,Yes,74,48,84,36,21,43,33,150000,No,1 hours
389,10-13 years,male,Bangla,Public sector,Home maker,None,secondary,None,0.5-1 km,Bicycle/motorbike,Other,Teaching facilities,None,High,2.14,Formal Wage,Yes,43,83,35,46,24,43,25,150000,No,1 hours
390,13-15 years,female,Native Language,Worker,Public sector,Three Children,Masters/ Equivalent and above,secondary,1-2 km,Rickshaw,Electricity,Teaching facilities,Once,Mediam,2.95,Casual Wage,No,62,47,68,85,66,34,51,450000,Yes,2 hours
391,10-13 years,male,Native Language,Public sector,Private sector,None,secondary,secondary,1-2 km,Bicycle/motorbike,Other,Teaching facilities,Once,Low,2.42,Formal Wage,Yes,28,72,81,36,65,37,20,100000,No,1 hours
392,13-15 years,male,Bangla,Agriculture,Home maker,Two Children,Honors/ Equivalent ,secondary,0.5-1 km,Bicycle/motorbike,Other,Teaching facilities,None,Mediam,3.15,Farming,No,92,47,74,33,70,60,65,650000,Yes,3 hours
393,13-15 years,female,Native Language,Immigrant,Freelancer,Three Children,None,Honors/Equivalent ,0.5-1 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,2.64,Remittance,No,77,25,21,39,75,61,72,250000,Yes,2 hours
394,10-13 years,male,Native Language,Freelancer ,Home maker,Three Children,secondary,secondary,0-0.5 km,Walk,Electricity,Toilet,None,High,2.51,Own business,Yes,51,30,34,48,54,66,68,350000,Yes,2 hours
395,10-13 years,male,Native Language,Immigrant,Business,Three Children,secondary,Masters/Equivalent and above,0-0.5 km,Rickshaw,Paraffin,Toilet,Once,High,2.54,Remittance,Yes,69,57,28,89,45,24,43,400000,Yes,2 hours
396,13-15 years,female,Native Language,Unemployed,Home maker,Four or more,secondary,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,3.33,Pansion,No,91,73,66,79,81,36,40,550000,Yes,3 hours
397,10-13 years,female,Bangla,Business,Home maker,None,Masters/ Equivalent and above,secondary,0-0.5 km,Private car,Paraffin,Teaching facilities,Once,Low,3.02,Own business,No,92,53,25,86,55,26,86,100000,No,3 hours
398,10-13 years,female,Bangla,Worker,Public sector,Two Children,secondary,secondary,1-2 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.34,Casual Wage,Yes,41,65,50,75,22,34,40,300000,Yes,1 hours
399,13-15 years,male,Bangla,Public sector,Home maker,None,secondary,secondary,1-2 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.25,Formal Wage,Yes,50,40,76,25,62,34,28,300000,Yes,1 hours
400,13-15 years,female,Native Language,Immigrant,Home maker,Two Children,secondary,secondary,1-2 km,Bicycle/motorbike,Electricity,Toilet,Once,Mediam,2.15,Remittance,Yes,26,24,88,35,53,44,31,300000,Yes,1 hours
401,10-13 years,male,Native Language,Business,Home maker,Three Children,Honors/ Equivalent ,secondary,0.5-1 km,School Bus/Bus,Paraffin,Teaching facilities,None,High,3.12,Own business,No,68,38,79,78,87,48,39,750000,Yes,3 hours
402,10-13 years,female,Bangla,Immigrant,Home maker,Two Children,Masters/ Equivalent and above,secondary,>7 km,Walk,Electricity,Toilet,None,High,2.41,Remittance,Yes,46,20,71,51,21,66,62,150000,No,1 hours
403,15-18 years,male,Native Language,Private sector,Home maker,None,Honors/ Equivalent ,None,0.5-1 km,Rickshaw,Electricity,Toilet,Once,Low,3.27,Casual Wage,No,77,28,90,73,32,91,67,600000,Yes,3 hours
404,15-18 years,male,Bangla,Agriculture,Home maker,Four or more,primary,secondary,0-0.5 km,Walk,Other,Teaching facilities,None,Mediam,2.66,Farming,No,80,53,52,73,33,50,32,300000,Yes,2 hours
405,13-15 years,female,Bangla,Public sector,Home maker,Two Children,Honors/ Equivalent ,secondary,2-3 km,School Bus/Bus,Paraffin,Toilet,None,High,2.26,Formal Wage,Yes,45,38,29,50,53,66,35,200000,Yes,1 hours
406,13-15 years,female,Native Language,Agriculture,Home maker,Three Children,primary,secondary,0.5-1 km,Rickshaw,Electricity,Electricity,None,Mediam,3.33,Farming,No,70,57,89,87,38,62,63,650000,Yes,3 hours
407,10-13 years,male,Native Language,Worker,Freelancer,None,secondary,primary,6-7 km,Rickshaw,Other,Teaching facilities,None,High,3.28,Casual Wage,No,52,90,59,78,65,60,55,400000,Yes,3 hours
408,13-15 years,male,Bangla,Freelancer ,Private sector,None,primary,primary,>7 km,Rickshaw,Electricity,Toilet,None,Low,2.96,Own business,No,52,37,59,85,63,36,82,350000,Yes,2 hours
409,13-15 years,female,Native Language,Freelancer ,Worker,None,primary,secondary,2-3 km,School Bus/Bus,Electricity,Water,Once,Low,2.92,Own business,No,73,36,57,65,35,53,90,250000,Yes,2 hours
410,10-13 years,male,Bangla,Private sector,Public sector,Two Children,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.53,Casual Wage,Yes,84,57,39,47,58,31,38,800000,Yes,2 hours
411,13-15 years,female,Native Language,Freelancer ,Agriculture,Two Children,Masters/ Equivalent and above,secondary,0-0.5 km,Walk,Electricity,Teaching facilities,None,Mediam,2.59,Own business,Yes,52,67,21,62,61,76,24,900000,Yes,2 hours
412,10-13 years,female,Native Language,Immigrant,Home maker,Two Children,primary,primary,6-7 km,Private car,Electricity,Toilet,None,High,3.35,Remittance,No,62,59,65,66,79,60,78,800000,Yes,3 hours
413,13-15 years,female,Native Language,Immigrant,Home maker,Three Children,secondary,secondary,1-2 km,Bicycle/motorbike,Paraffin,Teaching facilities,Once,High,2.77,Remittance,No,49,37,75,38,49,81,59,250000,Yes,2 hours
414,10-13 years,female,English,Public sector,Public sector,None,primary,secondary,4-5 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.94,Formal Wage,No,52,21,45,92,55,78,69,250000,Yes,2 hours
415,13-15 years,male,English,Business,Home maker,None,primary,secondary,1-2 km,Bicycle/motorbike,Electricity,Toilet,None,High,3.36,Own business,No,89,64,60,73,23,91,70,600000,Yes,3 hours
416,15-18 years,female,Bangla,Private sector,Home maker,Two Children,Honors/ Equivalent ,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Low,3.21,Casual Wage,No,47,81,44,64,75,84,54,900000,Yes,3 hours
417,15-18 years,male,Native Language,Private sector,Home maker,None,primary,secondary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,Low,3.47,Casual Wage,No,85,61,86,86,92,26,50,750000,Yes,3 hours
418,13-15 years,female,Native Language,Business,Home maker,None,secondary,Honors/Equivalent ,>7 km,Walk,Electricity,Toilet,None,High,3.0,Own business,No,90,23,58,75,48,75,51,100000,No,3 hours
419,13-15 years,female,Bangla,Worker,Freelancer,Two Children,primary,secondary,0-0.5 km,Walk,Electricity,Teaching facilities,None,High,2.99,Casual Wage,No,76,78,57,53,53,34,68,850000,Yes,2 hours
420,13-15 years,male,Native Language,Immigrant,Home maker,Three Children,primary,secondary,0.5-1 km,Private car,Electricity,Teaching facilities,None,Mediam,2.74,Remittance,No,52,81,42,90,43,46,29,550000,Yes,2 hours
421,10-13 years,female,Native Language,Business,Worker,Two Children,secondary,None,2-3 km,Private car,Other,Toilet,Once,High,2.76,Own business,No,60,72,69,65,29,45,47,850000,Yes,2 hours
422,10-13 years,female,Bangla,Immigrant,Home maker,Two Children,secondary,secondary,0-0.5 km,Private car,Electricity,Teaching facilities,Once,High,2.91,Remittance,No,62,83,43,46,85,68,20,700000,Yes,2 hours
423,13-15 years,female,Native Language,Private sector,Home maker,None,primary,secondary,4-5 km,Walk,Electricity,Toilet,Once,High,3.34,Casual Wage,No,91,92,38,43,32,88,83,650000,Yes,3 hours
424,10-13 years,female,Native Language,Worker,Agriculture,Two Children,Masters/ Equivalent and above,secondary,1-2 km,School Bus/Bus,Other,Water,Once,Low,2.98,Casual Wage,No,73,78,57,79,62,24,44,850000,Yes,2 hours
425,10-13 years,male,Native Language,Immigrant,Immigrant,Three Children,primary,Honors/Equivalent ,4-5 km,Rickshaw,Electricity,Water,None,High,3.46,Remittance,No,58,91,52,81,68,47,87,450000,Yes,3 hours
426,10-13 years,male,Bangla,Business,Business,None,primary,secondary,1-2 km,Private car,Electricity,Teaching facilities,None,Low,3.54,Own business,No,85,21,90,92,69,78,60,300000,Yes,above 3 hours
427,13-15 years,male,Native Language,Worker,Home maker,Three Children,Honors/ Equivalent ,secondary,0.5-1 km,Bicycle/motorbike,Other,Water,None,Mediam,2.51,Casual Wage,Yes,71,40,40,76,33,24,68,400000,Yes,2 hours
428,10-13 years,male,English,Public sector,Home maker,Three Children,Honors/ Equivalent ,secondary,>7 km,Private car,Electricity,Toilet,None,High,2.65,Formal Wage,No,24,22,90,71,47,54,63,650000,Yes,2 hours
429,13-15 years,female,Bangla,Business,Home maker,Two Children,primary,None,0-0.5 km,Bicycle/motorbike,Electricity,Toilet,Once,Low,2.69,Own business,No,51,61,66,39,32,43,85,650000,Yes,2 hours
430,13-15 years,female,Bangla,Freelancer ,Home maker,Four or more,primary,Honors/Equivalent ,0.5-1 km,Rickshaw,Other,Toilet,Once,High,2.51,Own business,Yes,92,77,38,45,37,41,22,750000,Yes,2 hours
431,10-13 years,male,Native Language,Public sector,Home maker,Three Children,secondary,None,1-2 km,Bicycle/motorbike,Electricity,Water,None,High,3.54,Formal Wage,No,46,84,78,46,62,88,92,400000,Yes,above 3 hours
432,10-13 years,female,Bangla,Worker,Home maker,None,Honors/ Equivalent ,primary,0-0.5 km,Private car,Electricity,Teaching facilities,Once,High,3.19,Casual Wage,No,65,82,50,92,78,25,55,700000,Yes,3 hours
433,10-13 years,male,English,Worker,Home maker,Two Children,primary,secondary,0.5-1 km,School Bus/Bus,Other,Toilet,None,Low,2.96,Casual Wage,No,84,67,31,28,84,40,81,250000,Yes,2 hours
434,10-13 years,male,English,Agriculture,Home maker,Three Children,primary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,High,3.09,Farming,No,48,51,70,52,86,63,62,300000,Yes,3 hours
435,13-15 years,male,Native Language,Worker,Freelancer,Three Children,secondary,secondary,1-2 km,Walk,Electricity,Teaching facilities,Once,High,2.69,Casual Wage,No,39,68,77,70,31,63,29,250000,Yes,2 hours
436,13-15 years,female,Native Language,Unemployed,Home maker,Two Children,Honors/ Equivalent ,secondary,2-3 km,Rickshaw,Other,Teaching facilities,None,Low,3.09,Pansion,No,73,84,82,48,26,73,47,900000,Yes,3 hours
437,10-13 years,female,Native Language,Worker,Home maker,Two Children,primary,secondary,6-7 km,Walk,Paraffin,Toilet,None,Mediam,3.45,Casual Wage,No,84,60,74,89,66,89,21,350000,Yes,3 hours
438,13-15 years,female,Native Language,Worker,Home maker,Four or more,secondary,None,1-2 km,Walk,Electricity,Teaching facilities,None,High,3.11,Casual Wage,No,55,74,89,39,57,67,54,650000,Yes,3 hours
439,13-15 years,female,Bangla,Private sector,Home maker,None,primary,None,0.5-1 km,Walk,Electricity,Water,None,Low,3.02,Casual Wage,No,47,59,63,90,68,21,75,850000,Yes,3 hours
440,15-18 years,female,Bangla,Agriculture,Home maker,Three Children,Masters/ Equivalent and above,secondary,0.5-1 km,School Bus/Bus,Electricity,Water,Once,High,2.69,Farming,No,59,43,56,51,50,73,45,200000,Yes,2 hours
441,10-13 years,female,Bangla,Agriculture,Business,Three Children,primary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Mediam,2.54,Farming,Yes,75,76,64,52,34,26,28,800000,Yes,2 hours
442,15-18 years,male,Native Language,Worker,Immigrant,Two Children,primary,secondary,0-0.5 km,Private car,Electricity,Teaching facilities,None,Low,2.96,Casual Wage,No,77,47,55,53,56,39,87,600000,Yes,2 hours
443,13-15 years,female,Native Language,Immigrant,Home maker,Two Children,secondary,secondary,2-3 km,Walk,Electricity,Toilet,None,Mediam,2.19,Remittance,Yes,55,33,28,82,43,34,31,200000,Yes,1 hours
444,10-13 years,male,Native Language,Private sector,Home maker,Two Children,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,2.84,Casual Wage,No,35,32,55,30,75,80,90,850000,Yes,2 hours
445,13-15 years,male,Native Language,Public sector,Public sector,None,secondary,primary,0.5-1 km,School Bus/Bus,Other,Teaching facilities,None,Mediam,2.62,Formal Wage,No,83,59,59,57,25,48,36,400000,Yes,2 hours
446,10-13 years,female,Bangla,Unemployed,Home maker,Two Children,Honors/ Equivalent ,None,2-3 km,Rickshaw,Electricity,Teaching facilities,None,Low,2.69,Pansion,No,20,45,60,25,73,62,92,850000,Yes,2 hours
447,13-15 years,male,Bangla,Private sector,Business,Two Children,primary,None,2-3 km,Walk,Electricity,Toilet,Once,High,2.26,Casual Wage,Yes,40,67,37,51,24,29,68,100000,No,1 hours
